node,score
7126,0.008195722381329595
897,0.0032295411614161234
1011,0.06967887392602523
5344,0.00009140210834196576
6214,0.002254585339101822
659,0.013710316251294864
3269,0.0004874779111571507
7796,0.0004570105417098288
27,0.600511851806715
6321,0.0022241179696545
7180,0.0008530863445250137
1518,0.16034976540125526
4130,0.009140210834196576
5326,0.00012186947778928768
1206,0.001492901102918774
1337,0.14508561330814698
2823,0.014502467856925234
2216,0.062458107367009935
2737,0.0004570105417098288
6277,0.00012186947778928768
3898,0.2406312838949485
5055,0.0003351410639205411
6766,0.0018889769057339589
6950,0.008348059228566206
3844,0.00012186947778928768
472,0.004265431722625068
7319,0.009505819267564438
4173,0.07077569922612882
7275,0.00603253915056974
7692,0.003747486442020596
969,0.0003046736944732192
6189,0.00018280421668393152
7922,0.0013100968862348424
4333,0.0803424532325879
3189,0.00027420632502589724
4935,0.007281701297909939
2942,0.0014624337334714522
6320,0.009018341356407288
6186,0.004387301200414356
6375,0.00021327158613125343
6285,0.0007616842361830479
7016,0.00009140210834196576
276,0.028029979891536164
6388,0.012918164645664493
4580,0.0035646822253366643
5553,0.00009140210834196576
6251,0.0020413137529705686
4735,0.03969898238986046
3109,0.003686551703125952
230,0.0024983242946803974
1734,0.00009140210834196576
6206,0.0025287916641277192
3980,0.5054536591310707
14,0.017732009018341356
2245,0.9298336481628177
7985,0.001066357930656267
4817,0.04268478459569801
392,0.005179452806044726
1920,0.0013100968862348424
5578,0.00036560843336786304
5254,0.005605995978307233
3135,0.0008226189750776918
4699,0.006977027603436719
185,0.028852598866613857
3580,0.0001523368472366096
7095,0.00006093473889464384
7163,0.07656449942111998
7734,0.009932362439826946
7261,0.00840899396746085
6319,0.0028334653586009383
2805,0.003838888550362562
2735,0.0005484126500517945
723,0.004113094875388459
3952,0.029157272561087074
81,0.03915056973980866
20,0.01587349948205472
4578,0.0013710316251294864
1024,0.010541709828773383
216,0.021662299677045884
4308,0.0010054231917616234
2300,0.0010054231917616234
5101,0.00603253915056974
35,0.0020717811224178905
2012,0.0007312168667357261
6254,0.012522088842849308
7739,0.0016452379501553835
2512,0.0004570105417098288
7055,0.00003046736944732192
7755,0.00024373895557857535
6209,0.0005788800194991164
2857,0.004143562244835781
1898,0.0012186947778928768
288,0.014715739443056486
1782,0.02809091463043081
4830,0.06465175796721712
6784,0.006794223386752788
4657,0.005605995978307233
2366,0.00003046736944732192
1186,0.0015538358418134177
3894,0.015355554201450248
1584,0.0011882274084455548
6634,0.00006093473889464384
4474,0.007098897081226007
7170,0.05091097434647492
1810,0.008622265553592103
2992,0.0001523368472366096
242,0.20035342148558893
573,0.0010358905612089452
1760,0.0017366400584973493
7950,0.009962829809274267
6241,0.03835841813417829
5361,0.008317591859118883
4844,0.0023459874474437876
4790,0.012004143562244836
7935,0.0062762781061483155
1805,0.011029187739930535
4255,0.0029248674669429043
948,0.06873438547315824
3968,0.015264152093108281
1918,0.025440253488513802
70,0.730455182499543
1798,0.0026506611419170067
5185,0.00012186947778928768
4799,0.05441472183291694
55,0.029096337822192432
1199,0.09530193163122296
1257,0.020565474376942294
992,0.02190603863262446
6785,0.14295289744683445
6839,0.0007921516056303699
2487,0.00042654317226250687
2393,0.0013710316251294864
4012,0.0020413137529705686
6528,0.001157760038998233
3215,0.0003351410639205411
2023,0.005484126500517945
6435,0.0018889769057339589
330,0.0007921516056303699
4140,0.007982450795198343
5265,0.0079215160563037
3436,0.00012186947778928768
730,0.0763207604655414
7962,0.006215343367253671
5078,0.014411065748583267
2405,0.003412345378100055
2625,0.0010358905612089452
7899,0.0019499116446286028
36,0.0044177685698616785
2670,0.0009749558223143014
126,0.00920114557309122
1028,0.0007921516056303699
5988,0.08098226799098165
144,0.00036560843336786304
1586,0.1366461519712388
3906,0.01718359636828956
4072,0.0006398147583937603
7362,0.00039607580281518495
452,0.0024069221863384314
675,0.0017975747973919933
3023,0.0010358905612089452
3713,0.00003046736944732192
6224,0.006794223386752788
6095,0.015172749984766315
4365,0.005179452806044726
1651,0.0013710316251294864
4087,0.4958259703857169
2707,0.05749192614709646
5157,0.001096825300103589
1551,0.00524038754493937
4855,0.016421912132106514
4124,0.008774602400828712
605,0.011364328803851076
6668,0.0023764548168911095
7979,0.00301626957528487
7724,0.00018280421668393152
7626,0.002132715861312534
5412,0.061726890500274204
5003,0.00003046736944732192
1765,0.008012918164645664
6732,0.0008530863445250137
3372,0.0052708549143866915
7927,0.08579611236365853
158,0.0015843032112607398
2554,0.0007312168667357261
4338,0.07878861739077449
1967,0.03942477606483456
7654,0.03317896532813357
2203,0.2896228139662422
4951,0.005484126500517945
2818,0.014685272073609165
1972,0.0036560843336786303
5089,0.00856133081469746
869,0.003838888550362562
5900,0.0035646822253366643
5059,0.00003046736944732192
6023,0.0015843032112607398
6759,0.0052708549143866915
4898,0.09450978002559259
4401,0.010998720370483212
7146,0.03659131070623362
5189,0.00027420632502589724
4863,0.00003046736944732192
7101,0.00003046736944732192
3105,0.0031990737919688015
5263,0.011211991956614466
2841,0.0008226189750776918
5897,0.010572177198220706
3586,0.00006093473889464384
1513,0.14295289744683445
1191,0.0928645420754372
7773,0.0015843032112607398
7406,0.00539272439217598
4064,0.00036560843336786304
6625,0.003290475900310767
134,0.008774602400828712
2372,0.0008530863445250137
2728,0.0008835537139723356
2904,0.004082627505941137
2620,0.0015538358418134177
4647,0.0004874779111571507
1992,0.03229541161416123
10,0.012643958320638596
26,0.5926208031198587
7105,0.0006093473889464384
6667,0.0003046736944732192
5201,0.00006093473889464384
6239,0.024221558710620924
3374,0.0006398147583937603
4712,0.0007616842361830479
6951,0.0040216927670464935
7674,0.0003046736944732192
2859,0.0013405642556821645
4287,0.24337334714520747
4709,0.012552556212296631
4972,0.0015233684723660959
7786,0.0023764548168911095
4465,0.002589726403022363
3689,0.0017975747973919933
5072,0.0013710316251294864
5349,0.00143196636402413
7183,0.015538358418134179
6290,0.00024373895557857535
3651,0.0030467369447321918
2754,0.0006093473889464384
1827,0.0027725306197062946
2655,0.00012186947778928768
2851,0.0001523368472366096
7118,0.0143196636402413
5141,0.0011882274084455548
5583,0.0014014989945768082
2305,0.005941137042227774
7810,0.0003046736944732192
149,0.003991225397599172
7634,0.002193650600207178
5571,0.004387301200414356
1235,0.00539272439217598
6359,0.00018280421668393152
755,0.008439461336908172
2443,0.00018280421668393152
4994,0.006855158125647432
3431,0.00012186947778928768
3104,0.004143562244835781
7178,0.0001523368472366096
7587,0.0007921516056303699
2602,0.00018280421668393152
7047,0.0005484126500517945
7442,0.059441837791725065
6311,0.03680458229236488
2974,0.0003351410639205411
7144,0.1332947413320334
2113,0.12406312838949485
6680,0.05002742063250259
2084,0.0027420632502589727
7647,0.0001523368472366096
5732,0.005971604411675096
6788,0.002559259033575041
7682,0.001066357930656267
4177,0.0027420632502589727
4871,0.00036560843336786304
6642,0.0031686064225214796
6318,0.02016939857412711
7337,0.00027420632502589724
7877,0.006215343367253671
7736,0.05078910486868564
2775,0.0005484126500517945
2747,0.005118518067150082
6599,0.0004570105417098288
2471,0.06775942965084394
6590,0.001919444275181281
6012,0.01873743221010298
3148,0.00021327158613125343
4354,0.030284565230637987
497,0.0007921516056303699
239,0.08640545975260495
2173,0.26668088477240876
3937,0.12156480409481446
1824,0.12549509475351897
743,0.004113094875388459
3029,0.0011882274084455548
1510,0.0007921516056303699
5906,0.039394308695387244
4307,0.04618853208214003
681,0.13685942355737005
2076,0.06742428858692341
4960,0.0027420632502589727
4001,0.0003046736944732192
4675,0.009109743464749253
2667,0.0001523368472366096
2799,0.03162512948632015
3647,0.006885625495094754
557,0.011029187739930535
2201,0.002132715861312534
7207,0.01206507830113948
1800,0.0031076716836268355
2565,0.0012186947778928768
6328,0.011303394064956432
2798,0.02699408933032722
2274,0.15157516300042653
0,0.10282737188471147
2178,0.0038998232892572056
6740,0.00539272439217598
6238,0.0031076716836268355
171,0.0019499116446286028
5810,0.0009140210834196576
15,0.02242398391322893
5,0.13104015599293156
682,0.24541466089817804
7861,0.005545061239412589
4254,0.4408933032721955
6874,0.002620193772469685
3927,0.0013710316251294864
3964,0.001066357930656267
17,0.001980379014075925
1320,0.05602949241362501
6613,0.002315520077996466
4154,0.002285052708549144
6852,0.3141795137407836
4640,0.22216805800987144
1227,0.04183169825117299
2110,0.00953628663701176
871,0.010572177198220706
4740,0.15925294010115168
3993,0.04362927304856499
904,0.0015843032112607398
6191,0.03138139053074158
4718,0.0027420632502589727
4719,0.021357625982572664
596,0.021388093352019986
5688,0.04204496983730425
1675,0.0016452379501553835
3295,0.0009140210834196576
2490,0.0010054231917616234
6753,0.07086710133447079
7749,0.14005849734933887
782,0.00003046736944732192
7666,0.006154408628359027
7704,0.011729937237218938
3865,0.0014014989945768082
7397,0.0004874779111571507
1255,0.01782341112668332
7002,0.00018280421668393152
172,0.010084699287063554
7145,0.03857168972030955
2003,0.00006093473889464384
6412,0.0760465541405155
4268,0.0009444884528669794
1923,0.007342636036804582
7908,0.0017366400584973493
2850,0.004113094875388459
7484,0.0024983242946803974
5949,0.04192310035951496
7538,0.0035951495947839866
7799,0.06318932423374565
7279,0.0031686064225214796
5309,0.0016757053196027054
5047,0.00018280421668393152
5716,0.0027420632502589727
6549,0.02525744927182987
189,0.0069160928645420755
7389,0.0012491621473401987
5655,0.00006093473889464384
4864,0.00027420632502589724
1680,0.0015843032112607398
5351,0.08777649137773445
4357,0.001157760038998233
4773,0.004113094875388459
2170,0.06614465907013588
4967,0.06541344220340016
1287,0.03616476753397112
6288,0.00572786545609652
1136,0.006855158125647432
357,0.006611419170068856
6117,0.002163183230759856
6596,0.009810492962037658
4165,0.004509170678203644
5910,0.01797574797391993
6350,0.0003046736944732192
4515,0.002163183230759856
553,0.42639083541527023
6354,0.009444884528669794
7572,0.002315520077996466
2860,0.00024373895557857535
4772,0.03476326853939431
3999,0.059472305161172384
6782,0.011669002498324295
7368,0.06370726951435013
5145,0.0073121686673572606
4651,0.0015538358418134177
4349,0.007190299189567973
6433,0.010541709828773383
5122,0.0008530863445250137
620,0.016452379501553836
531,0.022454451282676254
3444,0.0004874779111571507
2896,0.015172749984766315
1334,0.0035342148558893424
2946,0.0013405642556821645
2296,0.00301626957528487
3213,0.00018280421668393152
92,0.03881542867588812
3904,0.04241057827067211
2657,0.00003046736944732192
6555,0.0016757053196027054
7900,0.010572177198220706
1737,0.007586374992383157
612,0.0077387118396197675
5084,0.0017061726890500275
3049,0.002193650600207178
2248,0.37176284199622206
2882,0.00286393272804826
2864,0.0007312168667357261
1341,0.002711595880811651
1839,0.012126013040034123
5540,0.00006093473889464384
78,0.01636097739321187
2700,0.03692645177015416
6296,0.011638535128876974
7066,0.00006093473889464384
7744,0.007098897081226007
3879,0.0004874779111571507
4806,0.0007312168667357261
2285,0.0031990737919688015
7043,0.00003046736944732192
2604,0.0027725306197062946
156,0.004082627505941137
3839,0.00024373895557857535
1111,0.07376150143196636
770,0.0013710316251294864
4435,0.00143196636402413
5315,0.004448235939309
1690,0.053256961793918714
3164,0.003351410639205411
3039,0.00006093473889464384
6478,0.027268295655353117
3978,0.5022545853391018
7966,0.0029248674669429043
1656,0.002132715861312534
25,0.0286393272804826
3140,0.00039607580281518495
5156,0.002193650600207178
599,0.5630369873865091
4736,0.1802754250198038
258,0.00396075802815185
1821,0.001096825300103589
5995,0.003351410639205411
4723,0.00009140210834196576
3909,0.15617573578697216
155,0.0027725306197062946
6917,0.00024373895557857535
3972,0.01160806775942965
5118,0.0018889769057339589
6581,0.007647309731277802
1877,0.0005179452806044726
2784,0.04049113399549083
494,0.009018341356407288
1679,0.04835171531289988
6088,0.0025287916641277192
3826,0.00012186947778928768
2928,0.002985802205837548
7316,0.07080616659557613
5409,0.0027420632502589727
6141,0.15255011882274083
7314,0.009780025592590336
2898,0.008774602400828712
6194,0.14310523429407104
5829,0.07114130765949668
3033,0.0012186947778928768
5347,0.0001523368472366096
4754,0.0025287916641277192
4708,0.011486198281640363
1112,0.15160563036987387
1393,0.01843275851562976
2720,0.00039607580281518495
6386,0.013161903601243068
5356,0.062153433672536715
3817,0.00012186947778928768
186,0.026537078788617392
2036,0.0007312168667357261
3377,0.0028334653586009383
5016,0.0035037474864420205
5957,0.0001523368472366096
4507,0.0009444884528669794
5817,0.007342636036804582
7367,0.0010358905612089452
4599,0.006459082322832247
432,0.009871427700932302
1323,0.0496313448296874
6595,0.00460057278654561
7143,0.1359149351045031
152,0.0031686064225214796
7610,0.051337517518737434
410,0.10706233623788922
5911,0.028852598866613857
6053,0.007525440253488514
6438,0.0035342148558893424
2537,0.00024373895557857535
4135,0.0030467369447321918
635,0.006855158125647432
6712,0.0007616842361830479
6093,0.0004570105417098288
1211,0.025318384010724514
6797,0.03863262445920419
5986,0.0008835537139723356
7435,0.0027725306197062946
4013,0.0012491621473401987
698,0.0011882274084455548
3414,0.0027420632502589727
6055,0.011516665651087684
3365,0.016757053196027057
7331,0.007616842361830479
2616,0.0020413137529705686
23,0.6106879532021205
5967,0.00143196636402413
6541,0.0017366400584973493
6801,0.03537261592834075
3880,0.00006093473889464384
7418,0.002955334836390226
5694,0.0027420632502589727
7400,0.012156480409481446
7789,0.13978429102431297
1016,0.015050880506977027
2535,0.001096825300103589
5507,0.005027115958808117
2829,0.0007007494972884041
7458,0.05624276399975626
236,0.042898056181829264
6300,0.018493693254524404
4299,0.03351410639205411
4936,0.0027420632502589727
6128,0.25330570958503446
7887,0.09825726646761318
3785,0.33020535007007495
7697,0.0009444884528669794
5050,0.002681128511364329
7447,0.08607031868868442
1829,0.011029187739930535
4153,0.03573822436170861
6810,0.004996648589360795
4412,0.004113094875388459
6844,0.0001523368472366096
4090,0.002985802205837548
2258,0.23980866491987082
4125,0.0027420632502589727
1147,0.5492352690268723
5138,0.00012186947778928768
5700,0.023277070257753947
7283,0.006002071781122418
1460,0.021692767046493207
6341,0.011943208823350192
89,0.003381878008652733
2608,0.00039607580281518495
1964,0.0020108463835232467
2839,0.00024373895557857535
7949,0.011882274084455548
2891,0.004722442264334897
4528,0.03412345378100055
7876,0.0913411736030711
449,0.01937724696849674
5494,0.00027420632502589724
2493,0.0003351410639205411
6626,0.002254585339101822
73,0.6037718603375785
7160,0.200170617268905
7694,0.02778624093595759
4845,0.0031686064225214796
3007,0.0004874779111571507
7050,0.00012186947778928768
6678,0.050880506977027604
1875,0.013984522576320761
7058,0.00003046736944732192
5729,0.00006093473889464384
2219,0.06647980013405642
207,0.0018280421668393151
6235,0.0038084211809152396
2191,0.0017061726890500275
4533,0.02205837547986107
